Type,Name,Description,File,Module/Class,Line Number,Severity
Structural,High Number of Methods (NOM),Class 'erpnext.buying.doctype.purchase_order.purchase_order.PurchaseOrder' has 18 methods (excluding special methods and properties),/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v7.0.34/erpnext/buying/doctype/purchase_order/purchase_order.py,erpnext.buying.doctype.purchase_order.purchase_order.PurchaseOrder,,High
Structural,High Number of Methods (NOM),Class 'erpnext.buying.doctype.supplier.supplier.Supplier' has 13 methods (excluding special methods and properties),/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v7.0.34/erpnext/buying/doctype/supplier/supplier.py,erpnext.buying.doctype.supplier.supplier.Supplier,,Medium
Structural,High Number of Methods (NOM),Class 'erpnext.buying.doctype.request_for_quotation.request_for_quotation.RequestforQuotation' has 16 methods (excluding special methods and properties),/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v7.0.34/erpnext/buying/doctype/request_for_quotation/request_for_quotation.py,erpnext.buying.doctype.request_for_quotation.request_for_quotation.RequestforQuotation,,High
Structural,High Number of Methods (NOM),Class 'erpnext.selling.doctype.sales_order.sales_order.SalesOrder' has 27 methods (excluding special methods and properties),/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v7.0.34/erpnext/selling/doctype/sales_order/sales_order.py,erpnext.selling.doctype.sales_order.sales_order.SalesOrder,,High
Structural,High Number of Methods (NOM),Class 'erpnext.selling.doctype.sales_order.test_sales_order.TestSalesOrder' has 18 methods (excluding special methods and properties),/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v7.0.34/erpnext/selling/doctype/sales_order/test_sales_order.py,erpnext.selling.doctype.sales_order.test_sales_order.TestSalesOrder,,High
Structural,High Number of Methods (NOM),Class 'erpnext.selling.doctype.installation_note.installation_note.InstallationNote' has 11 methods (excluding special methods and properties),/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v7.0.34/erpnext/selling/doctype/installation_note/installation_note.py,erpnext.selling.doctype.installation_note.installation_note.InstallationNote,,Medium
Structural,High Number of Methods (NOM),Class 'erpnext.selling.doctype.customer.customer.Customer' has 16 methods (excluding special methods and properties),/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v7.0.34/erpnext/selling/doctype/customer/customer.py,erpnext.selling.doctype.customer.customer.Customer,,High
Structural,High Number of Methods (NOM),Class 'erpnext.projects.doctype.project.project.Project' has 13 methods (excluding special methods and properties),/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v7.0.34/erpnext/projects/doctype/project/project.py,erpnext.projects.doctype.project.project.Project,,Medium
Structural,High Number of Methods (NOM),Class 'erpnext.projects.doctype.task.task.Task' has 13 methods (excluding special methods and properties),/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v7.0.34/erpnext/projects/doctype/task/task.py,erpnext.projects.doctype.task.task.Task,,Medium
Structural,High Number of Methods (NOM),Class 'erpnext.projects.doctype.timesheet.timesheet.Timesheet' has 25 methods (excluding special methods and properties),/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v7.0.34/erpnext/projects/doctype/timesheet/timesheet.py,erpnext.projects.doctype.timesheet.timesheet.Timesheet,,High
