version,file_path,smell_count,subtype
v0.9.6,docs/conf.py,0,Docs
v0.9.6,examples/benchmarks/LightGBM/features_resample_N.py,0,Utils
v0.9.6,examples/benchmarks/LightGBM/features_sample.py,0,Utils
v0.9.6,examples/benchmarks/LightGBM/multi_freq_handler.py,0,Utils
v0.9.6,examples/benchmarks/TFT/data_formatters/__init__.py,0,Utils
v0.9.6,examples/benchmarks/TFT/data_formatters/base.py,0,Utils
v0.9.6,examples/benchmarks/TFT/data_formatters/qlib_Alpha158.py,0,Utils
v0.9.6,examples/benchmarks/TFT/expt_settings/__init__.py,0,Config
v0.9.6,examples/benchmarks/TFT/expt_settings/configs.py,1,Config
v0.9.6,examples/benchmarks/TFT/libs/__init__.py,0,Utils
v0.9.6,examples/benchmarks/TFT/libs/hyperparam_opt.py,2,Utils
v0.9.6,examples/benchmarks/TFT/libs/tft_model.py,3,Utils
v0.9.6,examples/benchmarks/TFT/libs/utils.py,1,Utils
v0.9.6,examples/benchmarks/TFT/tft.py,1,Utils
v0.9.6,examples/benchmarks/TRA/example.py,0,Utils
v0.9.6,examples/benchmarks/TRA/src/dataset.py,1,Core
v0.9.6,examples/benchmarks/TRA/src/model.py,2,Core
v0.9.6,examples/benchmarks_dynamic/DDG-DA/vis_data.py,2,Utils
v0.9.6,examples/benchmarks_dynamic/DDG-DA/workflow.py,1,Utils
v0.9.6,examples/benchmarks_dynamic/baseline/rolling_benchmark.py,1,Utils
v0.9.6,examples/data_demo/data_cache_demo.py,1,Utils
v0.9.6,examples/data_demo/data_mem_resuse_demo.py,1,Utils
v0.9.6,examples/highfreq/highfreq_handler.py,1,Utils
v0.9.6,examples/highfreq/highfreq_ops.py,2,Utils
v0.9.6,examples/highfreq/highfreq_processor.py,1,Utils
v0.9.6,examples/highfreq/workflow.py,1,Utils
v0.9.6,examples/hyperparameter/LightGBM/hyperparameter_158.py,2,Utils
v0.9.6,examples/hyperparameter/LightGBM/hyperparameter_360.py,2,Utils
v0.9.6,examples/model_interpreter/feature.py,1,Utils
