version,file_path,smell_count,subtype
v4.10.2,apps/__init__.py,0,Unclassified
v4.10.2,apps/accounts/__init__.py,0,Unclassified
v4.10.2,apps/accounts/admin.py,0,Unclassified
v4.10.2,apps/accounts/api/__init__.py,0,Backend
v4.10.2,apps/accounts/api/account/__init__.py,0,Backend
v4.10.2,apps/accounts/api/account/account.py,3,Backend
v4.10.2,apps/accounts/api/account/application.py,1,Backend
v4.10.2,apps/accounts/api/account/pam_dashboard.py,2,Backend
v4.10.2,apps/accounts/api/account/task.py,2,Backend
v4.10.2,apps/accounts/api/account/template.py,1,Backend
v4.10.2,apps/accounts/api/account/virtual.py,1,Backend
v4.10.2,apps/accounts/api/automations/__init__.py,0,Backend
v4.10.2,apps/accounts/api/automations/backup.py,1,Backend
v4.10.2,apps/accounts/api/automations/base.py,0,Backend
v4.10.2,apps/accounts/api/automations/change_secret.py,3,Backend
v4.10.2,apps/accounts/api/automations/change_secret_dashboard.py,2,Backend
v4.10.2,apps/accounts/api/automations/check_account.py,2,Backend
v4.10.2,apps/accounts/api/automations/gather_account.py,2,Backend
v4.10.2,apps/accounts/api/automations/push_account.py,1,Backend
v4.10.2,apps/accounts/apps.py,0,Unclassified
v4.10.2,apps/accounts/automations/__init__.py,0,Unclassified
v4.10.2,apps/accounts/automations/backup_account/__init__.py,0,Unclassified
v4.10.2,apps/accounts/automations/backup_account/handlers.py,2,Unclassified
v4.10.2,apps/accounts/automations/backup_account/manager.py,0,Unclassified
v4.10.2,apps/accounts/automations/base/__init__.py,0,Unclassified
v4.10.2,apps/accounts/automations/base/manager.py,0,Unclassified
v4.10.2,apps/accounts/automations/change_secret/__init__.py,0,Unclassified
v4.10.2,apps/accounts/automations/change_secret/manager.py,1,Unclassified
v4.10.2,apps/accounts/automations/check_account/__init__.py,0,Unclassified
v4.10.2,apps/accounts/automations/check_account/add_to_leak_password.py,0,Unclassified
v4.10.2,apps/accounts/automations/check_account/manager.py,2,Unclassified
v4.10.2,apps/accounts/automations/endpoint.py,0,Unclassified
v4.10.2,apps/accounts/automations/gather_account/__init__.py,0,Unclassified
v4.10.2,apps/accounts/automations/gather_account/filter.py,1,Unclassified
v4.10.2,apps/accounts/automations/gather_account/manager.py,2,Unclassified
v4.10.2,apps/accounts/automations/methods.py,0,Unclassified
v4.10.2,apps/accounts/automations/push_account/__init__.py,0,Unclassified
v4.10.2,apps/accounts/automations/push_account/manager.py,1,Unclassified
