version,file_path,smell_count,subtype
v0.27.6v2,examples/async_demo.py,0,Utils
v0.27.6v2,examples/audio.py,0,Utils
v0.27.6v2,examples/azure.py,0,Utils
v0.27.6v2,examples/azure_ad.py,0,Utils
v0.27.6v2,examples/demo.py,0,Utils
v0.27.6v2,examples/module_client.py,0,Utils
v0.27.6v2,examples/parsing.py,0,Utils
v0.27.6v2,examples/parsing_stream.py,0,Utils
v0.27.6v2,examples/parsing_tools.py,0,Utils
v0.27.6v2,examples/parsing_tools_stream.py,0,Utils
v0.27.6v2,examples/picture.py,0,Utils
v0.27.6v2,examples/realtime/audio_util.py,0,Utils
v0.27.6v2,examples/realtime/azure_realtime.py,0,Utils
v0.27.6v2,examples/realtime/push_to_talk_app.py,0,Utils
v0.27.6v2,examples/responses/__init__.py,0,Utils
v0.27.6v2,examples/responses/background.py,0,Utils
v0.27.6v2,examples/responses/background_async.py,0,Utils
v0.27.6v2,examples/responses/background_streaming.py,0,Utils
v0.27.6v2,examples/responses/background_streaming_async.py,0,Utils
v0.27.6v2,examples/responses/streaming.py,0,Utils
v0.27.6v2,examples/responses/streaming_tools.py,0,Utils
v0.27.6v2,examples/responses/structured_outputs.py,0,Utils
v0.27.6v2,examples/responses/structured_outputs_tools.py,0,Utils
v0.27.6v2,examples/speech_to_text.py,0,Utils
v0.27.6v2,examples/streaming.py,0,Utils
v0.27.6v2,examples/text_to_speech.py,0,Utils
v0.27.6v2,examples/uploads.py,0,Utils
v0.27.6v2,noxfile.py,0,Unclassified
v0.27.6v2,scripts/utils/ruffen-docs.py,0,Utils
v0.27.6v2,src/openai/__init__.py,0,Core
v0.27.6v2,src/openai/__main__.py,0,Core
v0.27.6v2,src/openai/_base_client.py,0,Core
v0.27.6v2,src/openai/_client.py,0,Core
v0.27.6v2,src/openai/_compat.py,0,Core
v0.27.6v2,src/openai/_constants.py,0,Core
v0.27.6v2,src/openai/_exceptions.py,0,Core
v0.27.6v2,src/openai/_extras/__init__.py,0,Core
v0.27.6v2,src/openai/_extras/_common.py,0,Core
v0.27.6v2,src/openai/_extras/numpy_proxy.py,0,Core
v0.27.6v2,src/openai/_extras/pandas_proxy.py,0,Core
v0.27.6v2,src/openai/_extras/sounddevice_proxy.py,0,Core
v0.27.6v2,src/openai/_files.py,0,Core
v0.27.6v2,src/openai/_legacy_response.py,0,Core
v0.27.6v2,src/openai/_models.py,0,Core
v0.27.6v2,src/openai/_module_client.py,0,Core
v0.27.6v2,src/openai/_qs.py,0,Core
v0.27.6v2,src/openai/_resource.py,0,Core
v0.27.6v2,src/openai/_response.py,0,Core
v0.27.6v2,src/openai/_streaming.py,0,Core
v0.27.6v2,src/openai/_types.py,0,Core
v0.27.6v2,src/openai/_utils/__init__.py,0,Core
v0.27.6v2,src/openai/_utils/_logs.py,0,Core
v0.27.6v2,src/openai/_utils/_proxy.py,0,Core
v0.27.6v2,src/openai/_utils/_reflection.py,0,Core
v0.27.6v2,src/openai/_utils/_resources_proxy.py,0,Core
v0.27.6v2,src/openai/_utils/_streams.py,0,Core
v0.27.6v2,src/openai/_utils/_sync.py,0,Core
v0.27.6v2,src/openai/_utils/_transform.py,0,Core
v0.27.6v2,src/openai/_utils/_typing.py,0,Core
v0.27.6v2,src/openai/_utils/_utils.py,0,Core
v0.27.6v2,src/openai/_version.py,0,Core
v0.27.6v2,src/openai/cli/__init__.py,0,Core
v0.27.6v2,src/openai/cli/_api/__init__.py,0,Core
v0.27.6v2,src/openai/cli/_api/_main.py,0,Core
v0.27.6v2,src/openai/cli/_api/audio.py,0,Core
v0.27.6v2,src/openai/cli/_api/chat/__init__.py,0,Core
v0.27.6v2,src/openai/cli/_api/chat/completions.py,0,Core
v0.27.6v2,src/openai/cli/_api/completions.py,0,Core
v0.27.6v2,src/openai/cli/_api/files.py,0,Core
v0.27.6v2,src/openai/cli/_api/image.py,0,Core
v0.27.6v2,src/openai/cli/_api/models.py,0,Core
v0.27.6v2,src/openai/cli/_cli.py,0,Core
v0.27.6v2,src/openai/cli/_errors.py,0,Core
v0.27.6v2,src/openai/cli/_models.py,0,Core
v0.27.6v2,src/openai/cli/_progress.py,0,Core
v0.27.6v2,src/openai/cli/_tools/__init__.py,0,Core
v0.27.6v2,src/openai/cli/_tools/_main.py,0,Core
v0.27.6v2,src/openai/cli/_tools/fine_tunes.py,0,Core
v0.27.6v2,src/openai/cli/_tools/migrate.py,0,Core
v0.27.6v2,src/openai/cli/_utils.py,0,Core
v0.27.6v2,src/openai/helpers/__init__.py,0,Core
v0.27.6v2,src/openai/helpers/local_audio_player.py,0,Core
v0.27.6v2,src/openai/helpers/microphone.py,0,Core
v0.27.6v2,src/openai/lib/__init__.py,0,Core
v0.27.6v2,src/openai/lib/_old_api.py,0,Core
v0.27.6v2,src/openai/lib/_parsing/__init__.py,0,Core
v0.27.6v2,src/openai/lib/_parsing/_completions.py,0,Core
v0.27.6v2,src/openai/lib/_parsing/_responses.py,0,Core
v0.27.6v2,src/openai/lib/_pydantic.py,0,Core
v0.27.6v2,src/openai/lib/_tools.py,0,Core
v0.27.6v2,src/openai/lib/_validators.py,0,Core
v0.27.6v2,src/openai/lib/azure.py,0,Core
v0.27.6v2,src/openai/lib/streaming/__init__.py,0,Core
v0.27.6v2,src/openai/lib/streaming/_assistants.py,0,Core
v0.27.6v2,src/openai/lib/streaming/_deltas.py,0,Core
v0.27.6v2,src/openai/lib/streaming/chat/__init__.py,0,Core
v0.27.6v2,src/openai/lib/streaming/chat/_completions.py,0,Core
v0.27.6v2,src/openai/lib/streaming/chat/_events.py,0,Core
v0.27.6v2,src/openai/lib/streaming/chat/_types.py,0,Core
v0.27.6v2,src/openai/lib/streaming/responses/__init__.py,0,Core
v0.27.6v2,src/openai/lib/streaming/responses/_events.py,0,Core
v0.27.6v2,src/openai/lib/streaming/responses/_responses.py,0,Core
v0.27.6v2,src/openai/lib/streaming/responses/_types.py,0,Core
v0.27.6v2,src/openai/pagination.py,0,Core
v0.27.6v2,src/openai/resources/__init__.py,0,Core
v0.27.6v2,src/openai/resources/audio/__init__.py,0,Core
v0.27.6v2,src/openai/resources/audio/audio.py,0,Core
v0.27.6v2,src/openai/resources/audio/speech.py,0,Core
v0.27.6v2,src/openai/resources/audio/transcriptions.py,0,Core
v0.27.6v2,src/openai/resources/audio/translations.py,0,Core
v0.27.6v2,src/openai/resources/batches.py,0,Core
v0.27.6v2,src/openai/resources/beta/__init__.py,0,Core
v0.27.6v2,src/openai/resources/beta/assistants.py,0,Core
v0.27.6v2,src/openai/resources/beta/beta.py,0,Core
v0.27.6v2,src/openai/resources/beta/chat/__init__.py,0,Core
v0.27.6v2,src/openai/resources/beta/chat/chat.py,0,Core
v0.27.6v2,src/openai/resources/beta/chat/completions.py,0,Core
v0.27.6v2,src/openai/resources/beta/realtime/__init__.py,0,Core
v0.27.6v2,src/openai/resources/beta/realtime/realtime.py,0,Core
v0.27.6v2,src/openai/resources/beta/realtime/sessions.py,0,Core
v0.27.6v2,src/openai/resources/beta/realtime/transcription_sessions.py,0,Core
v0.27.6v2,src/openai/resources/beta/threads/__init__.py,0,Core
v0.27.6v2,src/openai/resources/beta/threads/messages.py,0,Core
v0.27.6v2,src/openai/resources/beta/threads/runs/__init__.py,0,Core
v0.27.6v2,src/openai/resources/beta/threads/runs/runs.py,0,Core
v0.27.6v2,src/openai/resources/beta/threads/runs/steps.py,0,Core
v0.27.6v2,src/openai/resources/beta/threads/threads.py,0,Core
v0.27.6v2,src/openai/resources/chat/__init__.py,0,Core
v0.27.6v2,src/openai/resources/chat/chat.py,0,Core
v0.27.6v2,src/openai/resources/chat/completions/__init__.py,0,Core
v0.27.6v2,src/openai/resources/chat/completions/completions.py,0,Core
v0.27.6v2,src/openai/resources/chat/completions/messages.py,0,Core
v0.27.6v2,src/openai/resources/completions.py,0,Core
v0.27.6v2,src/openai/resources/containers/__init__.py,0,Core
v0.27.6v2,src/openai/resources/containers/containers.py,0,Core
v0.27.6v2,src/openai/resources/containers/files/__init__.py,0,Core
v0.27.6v2,src/openai/resources/containers/files/content.py,0,Core
v0.27.6v2,src/openai/resources/containers/files/files.py,0,Core
v0.27.6v2,src/openai/resources/embeddings.py,0,Core
v0.27.6v2,src/openai/resources/evals/__init__.py,0,Core
v0.27.6v2,src/openai/resources/evals/evals.py,0,Core
v0.27.6v2,src/openai/resources/evals/runs/__init__.py,0,Core
v0.27.6v2,src/openai/resources/evals/runs/output_items.py,0,Core
v0.27.6v2,src/openai/resources/evals/runs/runs.py,0,Core
v0.27.6v2,src/openai/resources/files.py,0,Core
v0.27.6v2,src/openai/resources/fine_tuning/__init__.py,0,Core
v0.27.6v2,src/openai/resources/fine_tuning/alpha/__init__.py,0,Core
v0.27.6v2,src/openai/resources/fine_tuning/alpha/alpha.py,0,Core
v0.27.6v2,src/openai/resources/fine_tuning/alpha/graders.py,0,Core
v0.27.6v2,src/openai/resources/fine_tuning/checkpoints/__init__.py,0,Core
v0.27.6v2,src/openai/resources/fine_tuning/checkpoints/checkpoints.py,0,Core
v0.27.6v2,src/openai/resources/fine_tuning/checkpoints/permissions.py,0,Core
v0.27.6v2,src/openai/resources/fine_tuning/fine_tuning.py,0,Core
v0.27.6v2,src/openai/resources/fine_tuning/jobs/__init__.py,0,Core
v0.27.6v2,src/openai/resources/fine_tuning/jobs/checkpoints.py,0,Core
v0.27.6v2,src/openai/resources/fine_tuning/jobs/jobs.py,0,Core
v0.27.6v2,src/openai/resources/images.py,0,Core
v0.27.6v2,src/openai/resources/models.py,0,Core
v0.27.6v2,src/openai/resources/moderations.py,0,Core
v0.27.6v2,src/openai/resources/responses/__init__.py,0,Core
v0.27.6v2,src/openai/resources/responses/input_items.py,0,Core
v0.27.6v2,src/openai/resources/responses/responses.py,0,Core
v0.27.6v2,src/openai/resources/uploads/__init__.py,0,Core
v0.27.6v2,src/openai/resources/uploads/parts.py,0,Core
v0.27.6v2,src/openai/resources/uploads/uploads.py,0,Core
v0.27.6v2,src/openai/resources/vector_stores/__init__.py,0,Core
v0.27.6v2,src/openai/resources/vector_stores/file_batches.py,0,Core
v0.27.6v2,src/openai/resources/vector_stores/files.py,0,Core
v0.27.6v2,src/openai/resources/vector_stores/vector_stores.py,0,Core
v0.27.6v2,src/openai/types/__init__.py,0,Core
v0.27.6v2,src/openai/types/audio/__init__.py,0,Core
v0.27.6v2,src/openai/types/audio/speech_create_params.py,0,Core
v0.27.6v2,src/openai/types/audio/speech_model.py,0,Core
v0.27.6v2,src/openai/types/audio/transcription.py,0,Core
v0.27.6v2,src/openai/types/audio/transcription_create_params.py,0,Core
v0.27.6v2,src/openai/types/audio/transcription_create_response.py,0,Core
v0.27.6v2,src/openai/types/audio/transcription_include.py,0,Core
v0.27.6v2,src/openai/types/audio/transcription_segment.py,0,Core
v0.27.6v2,src/openai/types/audio/transcription_stream_event.py,0,Core
