Type,Name,Description,File,Module/Class,Line Number,Severity
Structural,High Number of Methods (NOM),Class 'buying.doctype.purchase_order.purchase_order.DocType' has 11 methods (excluding special methods and properties),/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v3.3.8/buying/doctype/purchase_order/purchase_order.py,buying.doctype.purchase_order.purchase_order.DocType,,Medium
Structural,High Number of Methods (NOM),Class 'buying.doctype.supplier.supplier.DocType' has 20 methods (excluding special methods and properties),/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v3.3.8/buying/doctype/supplier/supplier.py,buying.doctype.supplier.supplier.DocType,,High
Structural,High Number of Methods (NOM),Class 'selling.doctype.opportunity.opportunity.DocType' has 12 methods (excluding special methods and properties),/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v3.3.8/selling/doctype/opportunity/opportunity.py,selling.doctype.opportunity.opportunity.DocType,,Medium
Structural,High Number of Methods (NOM),Class 'selling.doctype.sales_order.sales_order.DocType' has 21 methods (excluding special methods and properties),/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v3.3.8/selling/doctype/sales_order/sales_order.py,selling.doctype.sales_order.sales_order.DocType,,High
Structural,High Number of Methods (NOM),Class 'selling.doctype.sales_order.test_sales_order.TestSalesOrder' has 15 methods (excluding special methods and properties),/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v3.3.8/selling/doctype/sales_order/test_sales_order.py,selling.doctype.sales_order.test_sales_order.TestSalesOrder,,Medium
Structural,High Number of Methods (NOM),Class 'selling.doctype.installation_note.installation_note.DocType' has 13 methods (excluding special methods and properties),/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v3.3.8/selling/doctype/installation_note/installation_note.py,selling.doctype.installation_note.installation_note.DocType,,Medium
Structural,High Number of Methods (NOM),Class 'selling.doctype.shopping_cart_settings.shopping_cart_settings.DocType' has 13 methods (excluding special methods and properties),/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v3.3.8/selling/doctype/shopping_cart_settings/shopping_cart_settings.py,selling.doctype.shopping_cart_settings.shopping_cart_settings.DocType,,Medium
Structural,High Number of Methods (NOM),Class 'setup.doctype.email_digest.email_digest.DocType' has 42 methods (excluding special methods and properties),/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v3.3.8/setup/doctype/email_digest/email_digest.py,setup.doctype.email_digest.email_digest.DocType,,High
Structural,High Number of Methods (NOM),Class 'setup.doctype.company.company.DocType' has 13 methods (excluding special methods and properties),/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v3.3.8/setup/doctype/company/company.py,setup.doctype.company.company.DocType,,Medium
Structural,High Number of Methods (NOM),Class 'manufacturing.doctype.bom.bom.DocType' has 34 methods (excluding special methods and properties),/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v3.3.8/manufacturing/doctype/bom/bom.py,manufacturing.doctype.bom.bom.DocType,,High
Structural,High Number of Methods (NOM),Class 'utilities.transaction_base.TransactionBase' has 27 methods (excluding special methods and properties),/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v3.3.8/utilities/transaction_base.py,utilities.transaction_base.TransactionBase,,High
Structural,High Number of Methods (NOM),Class 'accounts.report.accounts_receivable.accounts_receivable.AccountsReceivableReport' has 14 methods (excluding special methods and properties),/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v3.3.8/accounts/report/accounts_receivable/accounts_receivable.py,accounts.report.accounts_receivable.accounts_receivable.AccountsReceivableReport,,Medium
Structural,High Number of Methods (NOM),Class 'accounts.doctype.sales_invoice.test_sales_invoice.TestSalesInvoice' has 26 methods (excluding special methods and properties),/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v3.3.8/accounts/doctype/sales_invoice/test_sales_invoice.py,accounts.doctype.sales_invoice.test_sales_invoice.TestSalesInvoice,,High
Structural,High Number of Methods (NOM),Class 'accounts.doctype.purchase_invoice.purchase_invoice.DocType' has 23 methods (excluding special methods and properties),/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v3.3.8/accounts/doctype/purchase_invoice/purchase_invoice.py,accounts.doctype.purchase_invoice.purchase_invoice.DocType,,High
Structural,High Number of Methods (NOM),Class 'accounts.doctype.journal_voucher.journal_voucher.DocType' has 21 methods (excluding special methods and properties),/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v3.3.8/accounts/doctype/journal_voucher/journal_voucher.py,accounts.doctype.journal_voucher.journal_voucher.DocType,,High
Structural,High Number of Methods (NOM),Class 'accounts.doctype.account.account.DocType' has 24 methods (excluding special methods and properties),/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v3.3.8/accounts/doctype/account/account.py,accounts.doctype.account.account.DocType,,High
Structural,High Number of Methods (NOM),Class 'support.doctype.maintenance_schedule.maintenance_schedule.DocType' has 18 methods (excluding special methods and properties),/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v3.3.8/support/doctype/maintenance_schedule/maintenance_schedule.py,support.doctype.maintenance_schedule.maintenance_schedule.DocType,,High
Structural,High Number of Methods (NOM),Class 'hr.doctype.leave_allocation.leave_allocation.DocType' has 14 methods (excluding special methods and properties),/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v3.3.8/hr/doctype/leave_allocation/leave_allocation.py,hr.doctype.leave_allocation.leave_allocation.DocType,,Medium
Structural,High Number of Methods (NOM),Class 'hr.doctype.salary_slip.salary_slip.DocType' has 16 methods (excluding special methods and properties),/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v3.3.8/hr/doctype/salary_slip/salary_slip.py,hr.doctype.salary_slip.salary_slip.DocType,,High
Structural,High Number of Methods (NOM),Class 'hr.doctype.leave_application.leave_application.DocType' has 17 methods (excluding special methods and properties),/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v3.3.8/hr/doctype/leave_application/leave_application.py,hr.doctype.leave_application.leave_application.DocType,,High
Structural,High Number of Methods (NOM),Class 'hr.doctype.leave_application.test_leave_application.TestLeaveApplication' has 13 methods (excluding special methods and properties),/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v3.3.8/hr/doctype/leave_application/test_leave_application.py,hr.doctype.leave_application.test_leave_application.TestLeaveApplication,,Medium
Structural,High Number of Methods (NOM),Class 'stock.doctype.serial_no.serial_no.DocType' has 15 methods (excluding special methods and properties),/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v3.3.8/stock/doctype/serial_no/serial_no.py,stock.doctype.serial_no.serial_no.DocType,,Medium
Structural,High Number of Methods (NOM),Class 'stock.doctype.material_request.test_material_request.TestMaterialRequest' has 12 methods (excluding special methods and properties),/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v3.3.8/stock/doctype/material_request/test_material_request.py,stock.doctype.material_request.test_material_request.TestMaterialRequest,,Medium
Structural,High Number of Methods (NOM),Class 'stock.doctype.item.item.DocType' has 29 methods (excluding special methods and properties),/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v3.3.8/stock/doctype/item/item.py,stock.doctype.item.item.DocType,,High
Structural,High Number of Methods (NOM),Class 'stock.doctype.stock_entry.stock_entry.DocType' has 34 methods (excluding special methods and properties),/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v3.3.8/stock/doctype/stock_entry/stock_entry.py,stock.doctype.stock_entry.stock_entry.DocType,,High
Structural,High Number of Methods (NOM),Class 'stock.doctype.stock_entry.test_stock_entry.TestStockEntry' has 43 methods (excluding special methods and properties),/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v3.3.8/stock/doctype/stock_entry/test_stock_entry.py,stock.doctype.stock_entry.test_stock_entry.TestStockEntry,,High
Structural,High Number of Methods (NOM),Class 'controllers.accounts_controller.AccountsController' has 27 methods (excluding special methods and properties),/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v3.3.8/controllers/accounts_controller.py,controllers.accounts_controller.AccountsController,,High
Structural,High Number of Methods (NOM),Class 'controllers.selling_controller.SellingController' has 26 methods (excluding special methods and properties),/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v3.3.8/controllers/selling_controller.py,controllers.selling_controller.SellingController,,High
Structural,High Number of Methods (NOM),Class 'controllers.buying_controller.BuyingController' has 21 methods (excluding special methods and properties),/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v3.3.8/controllers/buying_controller.py,controllers.buying_controller.BuyingController,,High
Structural,High Number of Methods (NOM),Class 'controllers.stock_controller.StockController' has 16 methods (excluding special methods and properties),/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v3.3.8/controllers/stock_controller.py,controllers.stock_controller.StockController,,High
Structural,High Lack of Cohesion of Methods (LCOM),"Class 'buying.doctype.purchase_common.purchase_common.DocType' has LCOM of 15 (non-cohesive: 15, cohesive: 0)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v3.3.8/buying/doctype/purchase_common/purchase_common.py,buying.doctype.purchase_common.purchase_common.DocType,,Medium
Structural,High Lack of Cohesion of Methods (LCOM),"Class 'selling.doctype.sales_order.test_sales_order.TestSalesOrder' has LCOM of 51 (non-cohesive: 78, cohesive: 27)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v3.3.8/selling/doctype/sales_order/test_sales_order.py,selling.doctype.sales_order.test_sales_order.TestSalesOrder,,High
Structural,High Lack of Cohesion of Methods (LCOM),"Class 'selling.doctype.installation_note.installation_note.DocType' has LCOM of 30 (non-cohesive: 54, cohesive: 24)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v3.3.8/selling/doctype/installation_note/installation_note.py,selling.doctype.installation_note.installation_note.DocType,,High
Structural,High Lack of Cohesion of Methods (LCOM),"Class 'setup.doctype.naming_series.naming_series.DocType' has LCOM of 15 (non-cohesive: 30, cohesive: 15)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v3.3.8/setup/doctype/naming_series/naming_series.py,setup.doctype.naming_series.naming_series.DocType,,Medium
Structural,High Lack of Cohesion of Methods (LCOM),"Class 'utilities.doctype.sms_control.sms_control.DocType' has LCOM of 24 (non-cohesive: 30, cohesive: 6)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v3.3.8/utilities/doctype/sms_control/sms_control.py,utilities.doctype.sms_control.sms_control.DocType,,High
Structural,High Lack of Cohesion of Methods (LCOM),"Class 'accounts.doctype.sales_invoice.test_sales_invoice.TestSalesInvoice' has LCOM of 57 (non-cohesive: 188, cohesive: 131)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v3.3.8/accounts/doctype/sales_invoice/test_sales_invoice.py,accounts.doctype.sales_invoice.test_sales_invoice.TestSalesInvoice,,High
Structural,High Lack of Cohesion of Methods (LCOM),"Class 'support.doctype.maintenance_schedule.maintenance_schedule.DocType' has LCOM of 29 (non-cohesive: 91, cohesive: 62)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v3.3.8/support/doctype/maintenance_schedule/maintenance_schedule.py,support.doctype.maintenance_schedule.maintenance_schedule.DocType,,High
Structural,High Lack of Cohesion of Methods (LCOM),"Class 'hr.doctype.leave_application.test_leave_application.TestLeaveApplication' has LCOM of 13 (non-cohesive: 35, cohesive: 22)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v3.3.8/hr/doctype/leave_application/test_leave_application.py,hr.doctype.leave_application.test_leave_application.TestLeaveApplication,,Medium
Structural,High Lack of Cohesion of Methods (LCOM),"Class 'stock.doctype.landed_cost_wizard.landed_cost_wizard.DocType' has LCOM of 13 (non-cohesive: 14, cohesive: 1)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v3.3.8/stock/doctype/landed_cost_wizard/landed_cost_wizard.py,stock.doctype.landed_cost_wizard.landed_cost_wizard.DocType,,Medium
Structural,High Lack of Cohesion of Methods (LCOM),"Class 'controllers.stock_controller.StockController' has LCOM of 22 (non-cohesive: 71, cohesive: 49)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v3.3.8/controllers/stock_controller.py,controllers.stock_controller.StockController,,High
Structural,High Response for a Class (RFC),"Class 'buying.doctype.purchase_order.purchase_order.DocType' has RFC of 28 (methods: 11, external calls: 17)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v3.3.8/buying/doctype/purchase_order/purchase_order.py,buying.doctype.purchase_order.purchase_order.DocType,,Medium
Structural,High Response for a Class (RFC),"Class 'buying.doctype.supplier.supplier.DocType' has RFC of 33 (methods: 20, external calls: 13)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v3.3.8/buying/doctype/supplier/supplier.py,buying.doctype.supplier.supplier.DocType,,High
Structural,High Response for a Class (RFC),"Class 'selling.doctype.opportunity.opportunity.DocType' has RFC of 23 (methods: 12, external calls: 11)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v3.3.8/selling/doctype/opportunity/opportunity.py,selling.doctype.opportunity.opportunity.DocType,,Medium
Structural,High Response for a Class (RFC),"Class 'selling.doctype.sales_order.sales_order.DocType' has RFC of 37 (methods: 21, external calls: 16)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v3.3.8/selling/doctype/sales_order/sales_order.py,selling.doctype.sales_order.sales_order.DocType,,High
Structural,High Response for a Class (RFC),"Class 'selling.doctype.sales_order.test_sales_order.TestSalesOrder' has RFC of 33 (methods: 15, external calls: 18)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v3.3.8/selling/doctype/sales_order/test_sales_order.py,selling.doctype.sales_order.test_sales_order.TestSalesOrder,,High
Structural,High Response for a Class (RFC),"Class 'selling.doctype.installation_note.installation_note.DocType' has RFC of 22 (methods: 13, external calls: 9)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v3.3.8/selling/doctype/installation_note/installation_note.py,selling.doctype.installation_note.installation_note.DocType,,Medium
Structural,High Response for a Class (RFC),"Class 'selling.doctype.shopping_cart_settings.shopping_cart_settings.DocType' has RFC of 33 (methods: 13, external calls: 20)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v3.3.8/selling/doctype/shopping_cart_settings/shopping_cart_settings.py,selling.doctype.shopping_cart_settings.shopping_cart_settings.DocType,,High
Structural,High Response for a Class (RFC),"Class 'setup.doctype.email_digest.email_digest.DocType' has RFC of 58 (methods: 42, external calls: 16)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v3.3.8/setup/doctype/email_digest/email_digest.py,setup.doctype.email_digest.email_digest.DocType,,High
Structural,High Response for a Class (RFC),"Class 'setup.doctype.naming_series.naming_series.DocType' has RFC of 23 (methods: 10, external calls: 13)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v3.3.8/setup/doctype/naming_series/naming_series.py,setup.doctype.naming_series.naming_series.DocType,,Medium
Structural,High Response for a Class (RFC),"Class 'setup.doctype.company.company.DocType' has RFC of 32 (methods: 13, external calls: 19)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v3.3.8/setup/doctype/company/company.py,setup.doctype.company.company.DocType,,High
Structural,High Response for a Class (RFC),"Class 'manufacturing.doctype.bom.bom.DocType' has RFC of 52 (methods: 34, external calls: 18)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v3.3.8/manufacturing/doctype/bom/bom.py,manufacturing.doctype.bom.bom.DocType,,High
Structural,High Response for a Class (RFC),"Class 'utilities.transaction_base.TransactionBase' has RFC of 48 (methods: 27, external calls: 21)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v3.3.8/utilities/transaction_base.py,utilities.transaction_base.TransactionBase,,High
Structural,High Response for a Class (RFC),"Class 'utilities.doctype.sms_control.sms_control.DocType' has RFC of 25 (methods: 9, external calls: 16)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v3.3.8/utilities/doctype/sms_control/sms_control.py,utilities.doctype.sms_control.sms_control.DocType,,Medium
Structural,High Response for a Class (RFC),"Class 'accounts.report.accounts_receivable.accounts_receivable.AccountsReceivableReport' has RFC of 23 (methods: 14, external calls: 9)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v3.3.8/accounts/report/accounts_receivable/accounts_receivable.py,accounts.report.accounts_receivable.accounts_receivable.AccountsReceivableReport,,Medium
Structural,High Response for a Class (RFC),"Class 'accounts.doctype.sales_invoice.test_sales_invoice.TestSalesInvoice' has RFC of 45 (methods: 23, external calls: 22)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v3.3.8/accounts/doctype/sales_invoice/test_sales_invoice.py,accounts.doctype.sales_invoice.test_sales_invoice.TestSalesInvoice,,High
Structural,High Response for a Class (RFC),"Class 'accounts.doctype.purchase_invoice.purchase_invoice.DocType' has RFC of 45 (methods: 23, external calls: 22)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v3.3.8/accounts/doctype/purchase_invoice/purchase_invoice.py,accounts.doctype.purchase_invoice.purchase_invoice.DocType,,High
Structural,High Response for a Class (RFC),"Class 'accounts.doctype.journal_voucher.journal_voucher.DocType' has RFC of 38 (methods: 21, external calls: 17)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v3.3.8/accounts/doctype/journal_voucher/journal_voucher.py,accounts.doctype.journal_voucher.journal_voucher.DocType,,High
Structural,High Response for a Class (RFC),"Class 'accounts.doctype.account.account.DocType' has RFC of 38 (methods: 24, external calls: 14)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v3.3.8/accounts/doctype/account/account.py,accounts.doctype.account.account.DocType,,High
Structural,High Response for a Class (RFC),"Class 'support.doctype.maintenance_schedule.maintenance_schedule.DocType' has RFC of 31 (methods: 18, external calls: 13)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v3.3.8/support/doctype/maintenance_schedule/maintenance_schedule.py,support.doctype.maintenance_schedule.maintenance_schedule.DocType,,High
Structural,High Response for a Class (RFC),"Class 'hr.doctype.salary_slip.salary_slip.DocType' has RFC of 22 (methods: 16, external calls: 6)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v3.3.8/hr/doctype/salary_slip/salary_slip.py,hr.doctype.salary_slip.salary_slip.DocType,,Medium
Structural,High Response for a Class (RFC),"Class 'hr.doctype.leave_application.leave_application.DocType' has RFC of 25 (methods: 17, external calls: 8)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v3.3.8/hr/doctype/leave_application/leave_application.py,hr.doctype.leave_application.leave_application.DocType,,Medium
Structural,High Response for a Class (RFC),"Class 'stock.doctype.serial_no.serial_no.DocType' has RFC of 26 (methods: 15, external calls: 11)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v3.3.8/stock/doctype/serial_no/serial_no.py,stock.doctype.serial_no.serial_no.DocType,,Medium
Structural,High Response for a Class (RFC),"Class 'stock.doctype.material_request.material_request.DocType' has RFC of 24 (methods: 10, external calls: 14)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v3.3.8/stock/doctype/material_request/material_request.py,stock.doctype.material_request.material_request.DocType,,Medium
Structural,High Response for a Class (RFC),"Class 'stock.doctype.material_request.test_material_request.TestMaterialRequest' has RFC of 25 (methods: 10, external calls: 15)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v3.3.8/stock/doctype/material_request/test_material_request.py,stock.doctype.material_request.test_material_request.TestMaterialRequest,,Medium
Structural,High Response for a Class (RFC),"Class 'stock.doctype.item.item.DocType' has RFC of 42 (methods: 29, external calls: 13)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v3.3.8/stock/doctype/item/item.py,stock.doctype.item.item.DocType,,High
Structural,High Response for a Class (RFC),"Class 'stock.doctype.delivery_note.test_delivery_note.TestDeliveryNote' has RFC of 23 (methods: 8, external calls: 15)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/erpnext/v3.3.8/stock/doctype/delivery_note/test_delivery_note.py,stock.doctype.delivery_note.test_delivery_note.TestDeliveryNote,,Medium
